Deal ID,Balance Off Balance,Main Type,Deal Type,Pay Recieve,Underlying,CCY,Notional,Maturity Date,Interest Type,Interest Change Date,Interest change N,Interest change freq,Interest percent,NPL-DELTA ILS,Portfolio,GAMMA ILS,VEGA ILS,Couterparty
2.18E+28,Offbalance,IRSWP,IRS       ,1,IR,USD,5000000,8/13/2024,V,1/22/2016,Q,1,0.01,18802192,CY_BONDTRA,,,BANK_OTC_x
2.18E+28,Offbalance,IRSWP,IRS       ,1,IR,USD,-5000000,8/14/2024,V,1/23/2016,Q,1,0.01,-18801745,DROOM     ,,,BANK_OTC_x
2.18E+28,Offbalance,IRSWP,IRS       ,1,IR,USD,5000000,8/15/2024,F,1/24/2016,0,0,0.02,19306355,DROOM     ,,,BANK_OTC_x
2.18E+28,Offbalance,IRSWP,IRS       ,1,IR,USD,-5000000,8/16/2024,F,1/25/2016,0,0,0.02,-19350063,CY_BONDTRA,,,BANK_OTC_x
2.18E+28,Offbalance,IRSWP,IRS       ,1,IR,USD,5000000,8/17/2024,V,1/26/2016,Q,1,0.01,18802192,CY_BONDTRA,,,BANK_OTC_x
2.24E+28,Offbalance,IRSWP,IRS       ,1,IR,USD,-5000000,8/18/2024,V,1/27/2016,Q,1,0.01,-18801745,DROOM     ,,,BANK_OTC_x
2.24E+28,Offbalance,IRSWP,IRS       ,1,IR,USD,5000000,8/19/2024,F,1/28/2016,0,0,0.01,18897743,DROOM     ,,,BANK_OTC_x
2.22E+28,Offbalance,IRSWP,IRS       ,1,IR,USD,-5000000,8/20/2024,F,1/29/2016,0,0,0.01,-18681271,CY_BONDTRA,,,BANK_OTC_x
2.22E+28,Offbalance,IRSWP,IRS       ,1,IR,USD,5000000,8/21/2024,V,1/30/2016,Q,1,0.01,18801745,CY_BONDTRA,,,BANK_OTC_x
8.27E+27,Offbalance,IRSWP,IRS       ,1,IR,ILS,-50000000,8/22/2024,V,1/31/2016,Q,1,0,-50008745,ILS_FRA_NE,,,BANK_OTC_x
8.27E+27,Offbalance,IRSWP,IRS       ,1,IR,ILS,50000000,8/23/2024,F,2/1/2016,0,0,0.05,52551514,ILS_FRA_NE,,,BANK_OTC_x
1.44E+28,Offbalance,IRSWP,IRSS      ,1,FX,EUR,-13000000,8/24/2024,V,2/2/2016,M,6,0,-54639000,CY_ISRTRA ,,,BANK_OTC_x
1.44E+28,Offbalance,IRSWP,IRSS      ,1,FX,EUR,13000000,8/25/2024,F,2/3/2016,0,0,0.03,62104786,CY_ISRTRA ,,,BANK_OTC_x
2.26E+28,Offbalance,FXOP,CALLKOP   ,1,FX,USD,-11880000,8/26/2024,,2/4/2016,,0,0,-40803825,SALES_I   ,2800,1400,CORPORATE_OTC_Y
2.26E+28,Offbalance,FXOP,CALLKOP   ,1,FX,EUR,11000000,8/27/2024,,2/5/2016,,0,0,42255159,SALES_I   ,2900,1450,CORPORATE_OTC_Y
2.26E+28,Offbalance,FXOP,CALLS     ,1,FX,EUR,-20000000,8/28/2024,,2/6/2016,,0,0,-19201490,CLS_IOHEDG,3000,1500,CORPORATE_OTC_Y
2.26E+28,Offbalance,FXOP,CALLS     ,1,FX,USD,22680000,8/29/2024,,2/7/2016,,0,0,19469077,CLS_IOHEDG,3100,-1550,CORPORATE_OTC_Y
2.26E+28,Offbalance,FXOP,PUTP      ,1,FX,EUR,-20000000,8/30/2024,,2/8/2016,,0,0,-16828896,CLS_IOHEDG,3200,1600,CORPORATE_OTC_Y
2.26E+28,Offbalance,FXOP,PUTP      ,1,FX,USD,22040000,8/31/2024,,2/9/2016,,0,0,16581912,CLS_IOHEDG,3300,165,CORPORATE_OTC_Y
2.26E+28,Offbalance,FXOP,CALLKOS   ,1,FX,EUR,-11000000,9/1/2024,,2/10/2016,,0,0,-42255159,CLS_OPTION,-3400,-1700,CORPORATE_OTC_Y
2.26E+28,Offbalance,FXOP,CALLKOS   ,1,FX,USD,11880000,9/2/2024,,2/11/2016,,0,0,40803825,CLS_OPTION,-3500,-1750,CORPORATE_OTC_Y
2.25E+28,Offbalance,FXOUT,FWDS      ,1,FX,GBP,-200000,9/3/2024,,2/12/2016,,0,0,-970921,SALES_I   ,,,CORPORATE_OTC_Y
2.25E+28,Offbalance,FXOUT,FWDS      ,1,FX,NOK,2223960,9/4/2024,,2/13/2016,,0,0,1039479,SALES_I   ,,,CORPORATE_OTC_Y
2.25E+28,Offbalance,FXOUT,FWDP      ,1,FX,CHF,-97320,9/5/2024,,2/14/2016,,0,0,-377650,SALES_I   ,,,CORPORATE_OTC_Y
2.25E+28,Offbalance,FXOUT,FWDP      ,1,FX,USD,99652,9/6/2024,,2/15/2016,,0,0,374356,SALES_I   ,,,CORPORATE_OTC_Y
2.25E+28,Offbalance,FXOUT,FWDS      ,1,FX,USD,-150000,9/7/2024,,2/16/2016,,0,0,-563388,SALES_I   ,,,CORPORATE_OTC_Y
2.25E+28,Offbalance,FXOUT,FWDS      ,1,FX,ILS,565080,9/8/2024,,2/17/2016,,0,0,565023,SALES_I   ,,,CORPORATE_OTC_Y
2.25E+28,Offbalance,FXOUT,FWDS      ,1,FX,USD,-200000,9/9/2024,,2/18/2016,,0,0,-751486,SALES_I   ,,,CORPORATE_OTC_Y
2.25E+28,Offbalance,FXOUT,FWDS      ,1,FX,ILS,754480,9/10/2024,,2/19/2016,,0,0,754455,SALES_I   ,,,CORPORATE_OTC_Y
2.24E+28,Offbalance,FXOUT,FWDP      ,1,FX,NOK,-2125600,9/11/2024,,2/20/2016,,0,0,-993505,SALES_I   ,,,CORPORATE_OTC_Y
2.24E+28,Offbalance,FXOUT,FWDP      ,1,FX,GBP,200000,9/12/2024,,2/21/2016,,0,0,970921,SALES_I   ,,,CORPORATE_OTC_Y
00110204008602941100D003777639700Y2050,Offbalance,FXSWP,CIRS      ,1,FX,CPE,-150151350,9/13/2024,F,2/22/2016, ,0,0,-148575258,0,,,CORPORATE_OTC_Y
00110204008602941100D003777639700Y2050,Offbalance,FXSWP,CIRS      ,1,FX,ILS,150000000,9/14/2024,F,2/23/2016, ,0,0,150665931,0,,,BANK_Y
00110204008602955100D003756594200Y2050,Offbalance,FXSWP,CIRS      ,1,FX,CPE,-99200000,9/15/2024,F,2/24/2016, ,0,0,-96602479,0,,,BANK_Y
00110204008602955100D003756594200Y2050,Offbalance,FXSWP,CIRS      ,1,FX,ILS,100000000,9/16/2024,F,2/25/2016, ,0,0.02,107313201,0,,,BANK_Y
00110204008602955100D003762563100Y2050,Offbalance,FXSWP,CIRS      ,1,FX,CPE,-30121455,9/17/2024,F,2/26/2016, ,0,0,-28944513,0,,,BANK_Y
00110204008602955100D003762563100Y2050,Offbalance,FXSWP,CIRS      ,1,FX,ILS,30000000,9/18/2024,F,2/27/2016, ,0,0.02,31958382,0,,,BANK_Y
SWFS0000000000000000000000000000000124,Offbalance,FXSWP,SWFS      ,1,FX,ILS,-150000000,9/19/2024,F,2/28/2016,0,0,0,-148825267,DROOM     ,,,BANK_Y
SWFS0000000000000000000000000000000124,Offbalance,FXSWP,SWFS      ,1,FX,CPE,150000000,9/20/2024,F,2/29/2016,0,0,0,148433936,DROOM     ,,,BANK_Y
SWFP0000000000000000000000000000000044,Offbalance,FXSWP,SWFP      ,1,FX,ILS,-100000000,9/21/2024,F,3/1/2016,0,0,0.02,-103713374,DROOM     ,,,BANK_Y
SWFP0000000000000000000000000000000044,Offbalance,FXSWP,SWFP      ,1,FX,CPE,100000000,9/22/2024,F,3/2/2016,0,0,0,97381532,DROOM     ,,,BANK_Y
2.24E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,-64359375,9/23/2024,F,3/3/2016,0,0,0.06,-89914232,ILS_FRA_NE,,,BANK_Y
2.24E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,18750000,9/24/2024,F,3/4/2016,0,0,0.06,102612120,ILS_FRA_NE,,,BANK_Y
2.24E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,-25000000,9/25/2024,V,3/5/2016,Q,1,0.01,-93974289,ILS_FRA_NE,,,BANK_Y
2.24E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,93750000,9/26/2024,V,3/6/2016,Q,1,-0.01,92443430,ILS_FRA_NE,,,BANK_Y
2.18E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,-85900000,9/27/2024,V,3/7/2016,Q,1,0,-85217114,ILS_FRA_NE,,,BANK_Y
2.18E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,25000000,9/28/2024,V,3/8/2016,Q,1,0.01,93974289,ILS_FRA_NE,,,BANK_Y
1.86E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,-93750000,9/29/2024,V,3/9/2016,Q,1,-0.01,-92441831,DROOM     ,,,BANK_Y
1.86E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,25000000,9/30/2024,V,3/10/2016,Q,1,0.01,93975532,DROOM     ,,,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_PUT  ,1,IR,ILS,-150000000,10/1/2024,F,3/11/2016,0,0,0.01,  ,INT_OPTS  ,6400,3200,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_PUT  ,1,IR,ILS,150000000,10/2/2024,V,3/12/2016,Q,1,0,,INT_OPTS  ,6500,1200,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,-150000000,10/3/2024,V,3/13/2016,Q,1,0,,INT_OPTS  ,6600,3200,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,150000000,10/4/2024,F,3/14/2016,0,0,0.01,,INT_OPTS  ,6700,1400,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,-300000000,10/5/2024,V,3/15/2016,Q,1,0,,INT_OPTS  ,6800,-1500,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,300000000,10/6/2024,F,3/16/2016,0,0,0.01,,INT_OPTS  ,6900,-1800,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,-200000000,10/7/2024,V,3/17/2016,Q,1,0,,INT_OPTS  ,7000,4000,BANK_Y
2.15E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,200000000,10/8/2024,F,3/18/2016,0,0,0.01,,INT_OPTS  ,7100,3300,BANK_Y
70,,,,,,,41063162,,,,,,,207494870,,,,
