N,DEAL_ID,ON_OFF_BALANCE,DEAL_TYPE,PROD_TYPE,PAY_RECIEVE,CCY,NOTIONAL,MATURITY_DATE,INTEREST_TYPE,FIXING_DATE,INT_CHANGE_FREQ,INT_CHAGE_TERM,INT_PRE,NPV_DELTA_ILS,NETED,NETED_ID,Portfolio,NETTING_COUNTER,CONTRACT_MAT_DATE,validity date
274,9.50E+27,Offbalance,IRSWP,IRS       ,-1,EUR,"-10,104,842.00",28/01/2020,V,29/10/2018,Q,1,-0.0032,,1,1.71E+28,DROOM     ,1,,
275,9.50E+27,Offbalance,IRSWP,IRS       ,1,EUR,"10,104,842.00",28/01/2020,F,,0,0,0.046,"44,949,157.44",0,,DROOM     ,,,
276,1.07E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",17/09/2018,F,,0,0,0.0572,"-26,424,923.26",0,,ILS_FRA_NE,,,
277,1.07E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",17/09/2018,V,17/09/2018,Q,1,0.001,"25,005,136.22",0,,ILS_FRA_NE,,,
278,1.07E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",20/09/2018,F,,0,0,0.0583,"-26,460,115.09",0,,ILS_FRA_NE,,,
279,1.07E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",20/09/2018,V,20/09/2018,Q,1,0.001,"25,005,067.58",0,,ILS_FRA_NE,,,
280,1.08E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",25/09/2018,F,,0,0,0.0598,"-26,493,257.11",0,,ILS_FRA_NE,,,
281,1.08E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",25/09/2018,V,25/09/2018,Q,1,0.0011,"25,004,971.45",1,1.32E+28,ILS_FRA_NE,1,,
282,1.08E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",26/09/2018,F,,0,0,0.0596,"-26,488,184.84",0,,ILS_FRA_NE,,,
283,1.08E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",26/09/2018,V,26/09/2018,Q,1,0.0011,"25,004,902.91",0,,ILS_FRA_NE,,,
284,1.08E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",29/09/2018,F,,0,0,0.0591,"-26,483,498.77",0,,ILS_FRA_NE,,,
285,1.08E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",29/09/2018,V,28/09/2018,Q,1,0.001,"25,004,631.61",1,1.46E+28,ILS_FRA_NE,1,,
286,1.08E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",6/10/2018,F,,0,0,0.0598,"-26,496,476.43",0,,ILS_FRA_NE,,,
287,1.08E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",6/10/2018,V,8/10/2018,Q,1,0.001,"25,004,089.03",1,2.34E+28,ILS_FRA_NE,1,,
288,1.08E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-30,000,000.00",10/10/2018,F,,0,0,0.0603,"-31,805,590.52",0,,ILS_FRA_NE,,,
289,1.08E+28,Offbalance,IRSWP,IRS       ,1,ILS,"30,000,000.00",10/10/2018,V,10/10/2018,Q,1,0.001,"30,004,572.08",1,2.53E+28,ILS_FRA_NE,1,,
290,1.09E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",22/10/2018,V,22/10/2018,Q,1,0.001,"-25,003,113.69",1,1.80E+28,ILS_FRA_NE,1,,
291,1.09E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",22/10/2018,F,,0,0,0.0582,"26,459,249.91",0,,ILS_FRA_NE,,,
292,1.09E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",22/10/2018,V,22/10/2018,Q,1,0.001,"-25,002,777.43",1,1.80E+28,ILS_FRA_NE,1,,
293,1.09E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",22/10/2018,F,,0,0,0.0581,"26,444,799.89",0,,ILS_FRA_NE,,,
294,1.10E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",31/10/2018,V,31/10/2018,Q,1,0.001,"-25,002,277.60",1,1.48E+28,ILS_FRA_NE,1,,
295,1.10E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",31/10/2018,F,,0,0,0.0613,"26,528,096.94",0,,ILS_FRA_NE,,,
296,1.10E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-100,000,000.00",19/11/2018,F,,0,0,0.0601,"-105,970,236.76",0,,ILS_FRA_NE,,,
297,1.10E+28,Offbalance,IRSWP,IRS       ,1,ILS,"100,000,000.00",19/11/2018,V,19/11/2018,Q,1,0.001,"100,003,444.44",1,2.50E+28,ILS_FRA_NE,1,,
298,1.10E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-100,000,000.00",21/11/2018,F,,0,0,0.0595,"-105,926,107.60",0,,ILS_FRA_NE,,,
299,1.10E+28,Offbalance,IRSWP,IRS       ,1,ILS,"100,000,000.00",21/11/2018,V,21/11/2018,Q,1,0.001,"100,003,153.15",0,,ILS_FRA_NE,,,
300,1.10E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-50,000,000.00",21/11/2018,F,,0,0,0.0593,"-52,953,056.06",0,,ILS_FRA_NE,,,
301,1.10E+28,Offbalance,IRSWP,IRS       ,1,ILS,"50,000,000.00",21/11/2018,V,21/11/2018,Q,1,0.001,"50,001,576.58",1,2.28E+28,ILS_FRA_NE,1,,
302,1.11E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",26/11/2018,F,,0,0,0.0585,"-26,452,148.40",0,,ILS_FRA_NE,,,
303,1.11E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",26/11/2018,V,26/11/2018,Q,1,0.001,"25,000,361.01",1,1.53E+28,ILS_FRA_NE,1,,
304,1.11E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",26/11/2018,F,,0,0,0.0589,"-26,462,118.62",0,,ILS_FRA_NE,,,
305,1.11E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",26/11/2018,V,26/11/2018,Q,1,0.001,"25,000,361.01",0,,ILS_FRA_NE,,,
306,1.11E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-50,000,000.00",28/11/2018,F,,0,0,0.057,"-52,837,023.76",0,,ILS_FRA_NE,,,
307,1.11E+28,Offbalance,IRSWP,IRS       ,1,ILS,"50,000,000.00",28/11/2018,V,28/11/2018,Q,1,0.001,"50,000,575.15",1,2.25E+28,ILS_FRA_NE,1,,
308,1.11E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-20,000,000.00",10/12/2018,F,,0,0,0.0508,"-21,015,511.07",0,,TREASURER ,,,
309,1.11E+28,Offbalance,IRSWP,IRS       ,1,ILS,"20,000,000.00",10/12/2018,V,12/9/2018,Q,1,0.001,"20,004,657.09",0,,TREASURER ,,,
310,1.11E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",20/09/2018,F,,0,0,0.0594,"-26,487,688.99",0,,ILS_FRA_NE,,,
311,1.11E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",20/09/2018,V,20/09/2018,Q,1,0.001,"25,005,067.58",0,,ILS_FRA_NE,,,
312,1.11E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-2,500,000.00",17/12/2018,F,,0,0,0.0272,"-9,069,359.11",0,,CY_BONDTRA,,,
313,1.11E+28,Offbalance,IRSWP,IRS       ,1,USD,"2,500,000.00",17/12/2018,V,17/09/2018,Q,1,0.0233,"9,055,217.91",0,,CY_BONDTRA,,,
314,1.12E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",20/09/2018,F,,0,0,0.0594,"-26,487,688.99",0,,ILS_FRA_NE,,,
315,1.12E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",20/09/2018,V,20/09/2018,Q,1,0.001,"25,005,067.58",0,,ILS_FRA_NE,,,
316,1.14E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",4/2/2019,F,,0,0,0.0447,"-26,109,634.23",0,,ILS_FRA_NE,,,
317,1.14E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",4/2/2019,V,2/11/2018,Q,1,0.001,"25,002,136.63",0,,ILS_FRA_NE,,,
318,1.16E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",5/9/2018,F,,0,0,0.0579,"-26,447,210.03",0,,ILS_FRA_NE,,,
319,1.16E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",5/9/2018,V,5/9/2018,Q,1,0.001,"25,006,027.20",1,1.20E+28,ILS_FRA_NE,1,,
320,1.18E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-12,500,000.00",6/5/2019,V,5/11/2018,Q,1,0.001,"-12,500,927.46",0,,ILS_FRA_NE,,,
321,1.18E+28,Offbalance,IRSWP,IRS       ,1,ILS,"12,500,000.00",6/5/2019,F,,0,0,0.0502,"13,115,638.99",0,,ILS_FRA_NE,,,
322,1.18E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-12,500,000.00",6/5/2019,V,5/11/2018,Q,1,0.001,"-12,500,927.46",0,,TREASURER ,,,
323,1.18E+28,Offbalance,IRSWP,IRS       ,1,ILS,"12,500,000.00",6/5/2019,F,,0,0,0.0502,"13,115,638.99",0,,TREASURER ,,,
324,1.18E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-75,000,000.00",7/5/2019,V,7/11/2018,Q,1,0.001,"-75,005,349.98",1,2.34E+28,ILS_FRA_NE,1,,
325,1.18E+28,Offbalance,IRSWP,IRS       ,1,ILS,"75,000,000.00",7/5/2019,F,,0,0,0.0554,"79,062,103.50",0,,ILS_FRA_NE,,,
326,1.18E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-50,000,000.00",7/5/2019,F,,0,0,0.055,"-52,688,092.47",0,,DROOM     ,,,
327,1.18E+28,Offbalance,IRSWP,IRS       ,1,ILS,"50,000,000.00",7/5/2019,V,7/11/2018,Q,1,0.001,"50,003,566.65",1,2.38E+28,DROOM     ,1,,
328,1.19E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",13/05/2019,V,12/11/2018,Q,1,0.001,"-25,001,421.40",1,1.19E+28,TREASURER ,1,,
329,1.19E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",13/05/2019,F,,0,0,0.0558,"26,358,848.46",1,1.19E+28,TREASURER ,1,,
330,1.19E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",13/05/2019,V,13/11/2018,Q,1,0.001,"-25,001,420.92",1,1.19E+28,ILS_FRA_NE,1,,
331,1.19E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",13/05/2019,F,,0,0,0.0558,"26,358,848.46",1,1.19E+28,ILS_FRA_NE,1,,
332,1.19E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",13/05/2019,F,,0,0,0.0554,"-26,348,888.07",1,1.19E+28,DROOM     ,1,,
333,1.19E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",13/05/2019,V,13/11/2018,Q,1,0.001,"25,001,420.92",1,1.19E+28,DROOM     ,1,,
334,1.19E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",14/05/2019,F,,0,0,0.0562,"-26,372,424.40",1,1.19E+28,DROOM     ,1,,
335,1.19E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",14/05/2019,V,14/11/2018,Q,1,0.001,"25,001,349.87",1,1.19E+28,DROOM     ,1,,
336,1.19E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",20/05/2019,F,,0,0,0.0521,"-26,275,793.02",0,,ILS_FRA_NE,,,
337,1.19E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",20/05/2019,V,19/11/2018,Q,1,0.001,"25,000,861.11",1,1.31E+28,ILS_FRA_NE,1,,
338,1.20E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",3/6/2019,V,3/9/2018,Q,1,0.001,"-25,006,301.27",1,1.50E+28,DROOM     ,1,,
339,1.20E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",3/6/2019,F,,0,0,0.0573,"26,402,936.65",0,,DROOM     ,,,
340,1.20E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",3/6/2019,V,3/9/2018,Q,1,0.001,"-25,006,301.27",1,1.50E+28,DROOM     ,1,,
341,1.20E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",3/6/2019,F,,0,0,0.0568,"26,389,130.87",0,,DROOM     ,,,
342,1.20E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",3/6/2019,V,3/9/2018,Q,1,0.001,"-25,006,095.79",1,2.25E+28,ILS_FRA_NE,1,,
343,1.20E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",3/6/2019,F,,0,0,0.0563,"26,366,283.11",0,,ILS_FRA_NE,,,
344,1.20E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-1,500,000.00",3/6/2019,V,4/9/2018,Q,1,0.023,"-5,437,953.39",0,,CY_BONDTRA,,,
345,1.20E+28,Offbalance,IRSWP,IRS       ,1,USD,"1,500,000.00",3/6/2019,F,,0,0,0.0404,"5,516,831.43",0,,CY_BONDTRA,,,
346,1.20E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",3/6/2019,V,3/9/2018,Q,1,0.001,"-25,006,095.79",1,1.70E+28,DROOM     ,1,,
347,1.20E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",3/6/2019,F,,0,0,0.0562,"26,362,548.68",0,,DROOM     ,,,
348,1.20E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",5/6/2019,V,5/9/2018,Q,1,0.001,"-25,006,027.20",1,1.16E+28,INT_MACRO ,1,,
349,1.20E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",5/6/2019,F,,0,0,0.0563,"26,369,602.05",0,,INT_MACRO ,,,
350,1.20E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-500,000.00",4/6/2019,V,4/9/2018,Q,1,0.0232,"-1,812,401.97",0,,CY_BONDTRA,,,
351,1.20E+28,Offbalance,IRSWP,IRS       ,1,USD,"500,000.00",4/6/2019,F,,0,0,0.0402,"1,838,178.03",0,,CY_BONDTRA,,,
352,1.20E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-1,000,000.00",4/6/2019,V,4/9/2018,Q,1,0.0232,"-3,624,803.95",1,2.43E+28,CY_BONDTRA,1,,
353,1.20E+28,Offbalance,IRSWP,IRS       ,1,USD,"1,000,000.00",4/6/2019,F,,0,0,0.0396,"3,674,064.03",0,,CY_BONDTRA,,,
354,1.20E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-1,500,000.00",10/6/2019,F,,0,0,0.0423,"-5,522,121.49",0,,CY_BONDTRA,,,
355,1.20E+28,Offbalance,IRSWP,IRS       ,1,USD,"1,500,000.00",10/6/2019,V,10/9/2018,Q,1,0.0233,"5,435,163.32",0,,CY_BONDTRA,,,
356,1.20E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-15,000,000.00",11/6/2019,F,,0,0,0.0573,"-15,835,768.11",1,1.20E+28,INT_MACRO ,1,,
357,1.20E+28,Offbalance,IRSWP,IRS       ,1,ILS,"15,000,000.00",11/6/2019,V,12/9/2018,Q,1,0.001,"15,003,369.53",1,1.20E+28,INT_MACRO ,1,,
358,1.20E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",12/6/2019,V,12/9/2018,Q,1,0.001,"-25,005,547.41",1,1.76E+28,DROOM     ,1,,
359,1.20E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",12/6/2019,F,,0,0,0.0575,"26,397,666.15",1,1.21E+28,DROOM     ,1,,
360,1.20E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-15,000,000.00",12/6/2019,V,12/9/2018,Q,1,0.001,"-15,003,328.44",1,1.20E+28,INT_MACRO ,1,,
361,1.20E+28,Offbalance,IRSWP,IRS       ,1,ILS,"15,000,000.00",12/6/2019,F,,0,0,0.0572,"15,834,106.47",1,1.20E+28,INT_MACRO ,1,,
362,1.20E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",12/6/2019,V,12/9/2018,Q,1,0.001,"-25,005,547.41",1,1.85E+28,DROOM     ,1,,
363,1.20E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",12/6/2019,F,,0,0,0.0575,"26,397,666.15",0,,DROOM     ,,,
364,1.21E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",17/06/2019,F,,0,0,0.056,"-26,355,014.81",1,1.20E+28,INT_MACRO ,1,,
365,1.21E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",17/06/2019,V,17/09/2018,Q,1,0.001,"25,005,136.22",0,,INT_MACRO ,,,
366,1.21E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",28/06/2019,V,28/09/2018,Q,1,0.001,"-25,004,631.61",1,1.76E+28,INT_MACRO ,1,,
367,1.21E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",28/06/2019,F,,0,0,0.0546,"26,317,055.29",0,,INT_MACRO ,,,
368,1.22E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",9/7/2019,V,9/10/2018,Q,1,0.001,"-25,003,879.59",1,1.77E+28,ILS_FRA_NE,1,,
369,1.22E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",9/7/2019,F,,0,0,0.053,"26,277,676.10",0,,ILS_FRA_NE,,,
370,1.22E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-1,500,000.00",15/07/2019,F,,0,0,0.0353,"-5,469,922.49",0,,CY_BONDTRA,,,
371,1.22E+28,Offbalance,IRSWP,IRS       ,1,USD,"1,500,000.00",15/07/2019,V,15/10/2018,Q,1,0.0234,"5,425,061.02",0,,CY_BONDTRA,,,
372,1.22E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-2,000,000.00",22/07/2019,F,,0,0,0.0375,"-7,302,617.51",0,,CY_BONDTRA,,,
373,1.22E+28,Offbalance,IRSWP,IRS       ,1,USD,"2,000,000.00",22/07/2019,V,22/10/2018,Q,1,0.0235,"7,230,395.22",1,2.29E+28,CY_BONDTRA,1,,
374,1.22E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-15,000,000.00",17/07/2019,F,,0,0,0.056,"-15,810,098.19",0,,INT_MACRO ,,,
375,1.22E+28,Offbalance,IRSWP,IRS       ,1,ILS,"15,000,000.00",17/07/2019,V,17/10/2018,Q,1,0.001,"15,001,917.77",1,2.26E+28,INT_MACRO ,1,,
376,1.22E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-10,000,000.00",22/07/2019,F,,0,0,0.0372,"-43,679,374.42",1,1.22E+28,CY_BONDTRA,1,,
377,1.22E+28,Offbalance,IRSWP,IRS       ,1,EUR,"10,000,000.00",22/07/2019,V,22/01/2019,M,6,-0.0027,"42,119,000.00",1,1.22E+28,CY_BONDTRA,1,,
378,1.22E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-10,000,000.00",22/07/2019,V,22/01/2019,M,6,-0.0027,"-42,119,000.00",1,1.22E+28,DROOM     ,1,,
379,1.22E+28,Offbalance,IRSWP,IRS       ,1,EUR,"10,000,000.00",22/07/2019,F,,0,0,0.0372,"43,679,374.42",1,1.22E+28,DROOM     ,1,,
380,1.22E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-40,000,000.00",29/07/2019,F,,0,0,0.055,"-42,126,493.47",0,,INT_MACRO ,,,
381,1.22E+28,Offbalance,IRSWP,IRS       ,1,ILS,"40,000,000.00",29/07/2019,V,29/10/2018,Q,1,0.001,"40,004,092.86",1,1.89E+28,INT_MACRO ,1,,
382,1.22E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-10,000,000.00",29/07/2019,V,29/10/2018,Q,1,0.001,"-10,001,023.22",0,,INT_MACRO ,,,
383,1.22E+28,Offbalance,IRSWP,IRS       ,1,ILS,"10,000,000.00",29/07/2019,F,,0,0,0.0546,"10,527,609.60",0,,INT_MACRO ,,,
384,1.23E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-9,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"-32,584,114.71",1,1.50E+28,CY_BONDTRA,1,,
385,1.23E+28,Offbalance,IRSWP,IRS       ,1,USD,"9,000,000.00",26/03/2019,F,,0,0,0.0396,"33,246,852.64",1,1.50E+28,CY_BONDTRA,1,,
386,1.23E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-11,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"-39,825,029.06",0,,CY_BONDTRA,,,
387,1.23E+28,Offbalance,IRSWP,IRS       ,1,USD,"11,000,000.00",26/03/2019,F,,0,0,0.0395,"40,631,108.82",0,,CY_BONDTRA,,,
388,1.23E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"-18,102,285.92",1,1.76E+28,CY_BONDTRA,1,,
389,1.23E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,000,000.00",26/03/2019,F,,0,0,0.0396,"18,470,473.69",1,1.50E+28,CY_BONDTRA,1,,
390,1.23E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,000,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"-18,102,285.92",1,1.81E+28,CY_BONDTRA,1,,
391,1.23E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,000,000.00",26/03/2019,F,,0,0,0.0397,"18,471,367.63",1,1.50E+28,CY_BONDTRA,1,,
392,1.23E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-2,000,000.00",12/8/2019,V,13/11/2018,Q,1,0.0234,"-7,218,698.40",1,2.09E+28,CY_BONDTRA,1,,
393,1.23E+28,Offbalance,IRSWP,IRS       ,1,USD,"2,000,000.00",12/8/2019,F,,0,0,0.0404,"7,306,878.88",0,,CY_BONDTRA,,,
394,1.24E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",28/08/2019,V,28/11/2018,Q,1,0.001,"-25,000,287.58",1,1.73E+28,INT_MACRO ,1,,
395,1.24E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",28/08/2019,F,,0,0,0.0555,"26,324,262.54",0,,INT_MACRO ,,,
396,1.24E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",9/9/2019,F,,0,0,0.054,"-27,639,791.42",0,,INT_MACRO ,,,
397,1.24E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",9/9/2019,V,7/9/2018,Q,1,0.001,"25,005,890.11",0,,INT_MACRO ,,,
398,1.25E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-3,000,000.00",16/09/2019,V,14/09/2018,Q,1,0.0234,"-10,868,837.78",0,,CY_BONDTRA,,,
399,1.25E+28,Offbalance,IRSWP,IRS       ,1,USD,"3,000,000.00",16/09/2019,F,,0,0,0.0362,"11,083,155.12",0,,CY_BONDTRA,,,
400,1.26E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-3,000,000.00",9/10/2019,F,,0,0,0.0344,"-11,032,179.64",0,,CY_BONDTRA,,,
401,1.26E+28,Offbalance,IRSWP,IRS       ,1,USD,"3,000,000.00",9/10/2019,V,9/10/2018,Q,1,0.0234,"10,852,815.23",1,2.46E+28,CY_BONDTRA,1,,
402,1.27E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-9,500,000.00",26/03/2019,F,,0,0,0.036,"-34,971,610.35",1,1.50E+28,CY_BONDTRA,1,,
403,1.27E+28,Offbalance,IRSWP,IRS       ,1,USD,"9,500,000.00",26/03/2019,V,26/09/2018,Q,1,0.0234,"34,394,343.29",1,1.50E+28,CY_BONDTRA,1,,
404,1.31E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",18/02/2020,V,19/11/2018,Q,1,0.001,"-25,000,861.11",1,1.19E+28,ILS_FRA_NE,1,,
405,1.31E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",18/02/2020,F,,0,0,0.0521,"27,455,749.06",1,1.31E+28,ILS_FRA_NE,1,,
406,1.31E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",18/02/2020,F,,0,0,0.052,"-27,450,771.19",1,1.31E+28,DROOM     ,1,,
407,1.31E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",18/02/2020,V,19/11/2018,Q,1,0.001,"25,000,861.11",1,1.87E+28,DROOM     ,1,,
408,1.31E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",18/02/2020,F,,0,0,0.0519,"-27,445,793.34",1,1.31E+28,DROOM     ,1,,
409,1.31E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",18/02/2020,V,19/11/2018,Q,1,0.001,"25,000,861.11",1,1.90E+28,DROOM     ,1,,
410,1.31E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",5/3/2020,V,5/9/2018,Q,1,0.001,"-25,006,027.20",0,,INT_MACRO ,,,
411,1.31E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",5/3/2020,F,,0,0,0.0512,"27,408,638.91",1,1.31E+28,INT_MACRO ,1,,
412,1.32E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",11/3/2019,V,12/9/2018,Q,1,0.001,"-25,005,615.89",1,1.88E+28,ILS_FRA_NE,1,,
413,1.32E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",11/3/2019,F,,0,0,0.0504,"26,237,215.54",0,,ILS_FRA_NE,,,
414,1.32E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",16/03/2020,F,,0,0,0.0505,"-27,367,195.88",1,1.32E+28,INT_MACRO ,1,,
415,1.32E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",16/03/2020,V,17/09/2018,Q,1,0.001,"25,005,136.22",0,,INT_MACRO ,,,
416,1.32E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",25/03/2020,V,25/09/2018,Q,1,0.0011,"-25,004,971.45",1,1.08E+28,DROOM     ,1,,
417,1.32E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",25/03/2020,F,,0,0,0.0505,"27,358,277.90",1,1.32E+28,DROOM     ,1,,
418,1.32E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-15,870,000.00",18/03/2020,F,,0,0,0.0328,"-71,229,821.63",1,1.34E+28,CY_BONDTRA,1,,
419,1.32E+28,Offbalance,IRSWP,IRS       ,1,EUR,"15,870,000.00",18/03/2020,V,18/09/2018,M,6,-0.0027,"66,842,853.00",1,1.34E+28,CY_BONDTRA,1,,
420,1.32E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-25,000,000.00",30/03/2020,V,28/09/2018,Q,1,0.001,"-25,004,631.61",1,1.43E+28,DROOM     ,1,,
421,1.32E+28,Offbalance,IRSWP,IRS       ,1,ILS,"25,000,000.00",30/03/2020,F,,0,0,0.0513,"27,402,109.94",1,1.33E+28,DROOM     ,1,,
