N,DEAL_ID,ON_OFF_BALANCE,DEAL_TYPE,PROD_TYPE,PAY_RECIEVE,CCY,NOTIONAL,MATURITY_DATE,INTEREST_TYPE,FIXING_DATE,INT_CHANGE_FREQ,INT_CHAGE_TERM,INT_PRE,NPV_DELTA_ILS,NETED,NETED_ID,Portfolio,NETTING_COUNTER,CONTRACT_MAT_DATE,validity date
12649,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,EU1,"-108,288.32",19/08/2019,,,,0,0,"-456,099.58",0,,SALES_I   ,,,
12650,2.55E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"400,000.00",19/08/2019,,,,0,0,"399,087.04",0,,SALES_I   ,,,
12651,2.55E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-50,000,000.00",15/11/2018,,,,0,0,"-11,997,716.00",1,2.55E+28,CLS_VOLCKE,1,,
12652,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"190,000,000.00",15/11/2018,,,,0,0,"12,650,200.00",1,2.55E+28,CLS_VOLCKE,1,,
12653,2.55E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-100,000.00",15/08/2019,,,,0,0,"-119,845.97",0,,SALES_I   ,,,
12654,2.55E+28,Offbalance,FXOP,CALLS     ,1,EU1,"86,121.70",15/08/2019,,,,0,0,"120,622.77",1,2.55E+28,SALES_I   ,1,,
12655,2.55E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-50,000,000.00",15/11/2018,,,,0,0,"-56,249,970.60",1,2.55E+28,CLS_VOLCKE,1,,
12656,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"173,000,000.00",15/11/2018,,,,0,0,"54,002,469.00",1,2.55E+28,CLS_VOLCKE,1,,
12657,2.55E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-183,000,000.00",15/11/2018,,,,0,0,"-158,476,902.00",1,2.55E+28,VOLCKER   ,1,,
12658,2.55E+28,Offbalance,FXOP,CALLP     ,1,USD,"50,000,000.00",15/11/2018,,,,0,0,"156,052,118.80",1,2.55E+28,VOLCKER   ,1,,
12659,2.55E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-50,000,000.00",15/11/2018,,,,0,0,"-43,317,737.40",1,2.55E+28,VOLCKER   ,1,,
12660,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"187,000,000.00",15/11/2018,,,,0,0,"44,952,369.00",1,2.55E+28,VOLCKER   ,1,,
12661,00000000025452430000000000E00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-1,000,000.00",17/09/2018,,,,0,0,"-14,648,731.27",0,,I_OPT_HEDG,,,
12662,00000000025452430000000000E00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"4,250,000.00",17/09/2018,,,,0,0,"14,781,240.75",0,,I_OPT_HEDG,,,
12663,2.55E+28,Offbalance,FXOP,PUTS      ,-1,ILS,"-173,000,000.00",15/11/2018,,,,0,0,"-54,002,469.00",1,2.55E+28,VOLCKER   ,1,,
12664,2.55E+28,Offbalance,FXOP,PUTS      ,1,USD,"50,000,000.00",15/11/2018,,,,0,0,"56,249,970.60",1,2.55E+28,VOLCKER   ,1,,
12665,2.55E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-50,000,000.00",15/11/2018,,,,0,0,"-4,368,228.20",1,2.55E+28,VOLCKER   ,1,,
12666,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"192,000,000.00",15/11/2018,,,,0,0,"4,654,272.00",1,2.55E+28,VOLCKER   ,1,,
12667,2.55E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-192,000,000.00",15/11/2018,,,,0,0,"-4,654,272.00",1,2.55E+28,CLS_VOLCKE,1,,
12668,2.55E+28,Offbalance,FXOP,CALLP     ,1,USD,"50,000,000.00",15/11/2018,,,,0,0,"4,368,228.20",1,2.55E+28,CLS_VOLCKE,1,,
12669,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,EUR,"-2,000,000.00",17/09/2018,,,,0,0,"-8,423,800.00",0,,SALES_I   ,,,
12670,2.55E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"8,345,600.00",17/09/2018,,,,0,0,"8,345,234.00",0,,SALES_I   ,,,
12671,2.55E+28,Offbalance,FXOUT,SWFS      ,-1,EUR,"-300,000.00",4/9/2018,,,,0,0,"-1,263,570.00",0,,SALES_I   ,,,
12672,2.55E+28,Offbalance,FXOUT,SWFS      ,1,ILS,"1,251,930.00",4/9/2018,,,,0,0,"1,251,919.71",0,,SALES_I   ,,,
12673,2.55E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-9,000,000.00",15/11/2018,,,,0,0,"-10,664,600.00",0,,CLS_IOHEDG,,,
12674,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"33,507,000.00",15/11/2018,,,,0,0,"11,016,733.02",0,,CLS_IOHEDG,,,
12675,2.55E+28,Offbalance,FXOUT,FWDP      ,-1,ILS,"-10,738,450.00",19/11/2018,,,,0,0,"-10,736,089.68",0,,I_OPT_HEDG,,,
12676,2.55E+28,Offbalance,FXOUT,FWDP      ,1,USD,"2,930,000.00",19/11/2018,,,,0,0,"10,508,193.50",0,,I_OPT_HEDG,,,
12677,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-100,000.00",8/4/2019,,,,0,0,"-400,842.73",0,,I_OPT_HEDG,,,
12678,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"406,500.00",8/4/2019,,,,0,0,"386,862.39",0,,I_OPT_HEDG,,,
12679,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-100,000.00",8/5/2019,,,,0,0,"-563,022.78",0,,I_OPT_HEDG,,,
12680,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"435,000.00",8/5/2019,,,,0,0,"581,483.21",0,,I_OPT_HEDG,,,
12681,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-100,000.00",8/5/2019,,,,0,0,"-428,735.62",0,,I_OPT_HEDG,,,
12682,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"407,000.00",8/5/2019,,,,0,0,"414,291.41",0,,I_OPT_HEDG,,,
12683,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-100,000.00",6/6/2019,,,,0,0,"-590,493.64",0,,I_OPT_HEDG,,,
12684,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"435,000.00",6/6/2019,,,,0,0,"609,854.78",0,,I_OPT_HEDG,,,
12685,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-100,000.00",6/6/2019,,,,0,0,"-453,832.65",0,,I_OPT_HEDG,,,
12686,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"407,600.00",6/6/2019,,,,0,0,"439,189.41",0,,I_OPT_HEDG,,,
12687,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-100,000.00",8/4/2019,,,,0,0,"-531,915.80",0,,I_OPT_HEDG,,,
12688,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"435,000.00",8/4/2019,,,,0,0,"549,356.28",0,,I_OPT_HEDG,,,
12689,2.55E+28,Offbalance,FXOUT,FWDP      ,-1,USD,"-3,407,400.00",27/09/2018,,,,0,0,"-12,262,317.61",0,,SALES_I   ,,,
12690,2.55E+28,Offbalance,FXOUT,FWDP      ,1,EUR,"3,000,000.00",27/09/2018,,,,0,0,"12,635,700.00",0,,SALES_I   ,,,
12691,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,USD,"-11,104,564.20",27/09/2018,,,,0,0,"-39,962,344.64",0,,SALES_I   ,,,
12692,2.55E+28,Offbalance,FXOUT,FWDS      ,1,JPY,"1,225,000,000.00",27/09/2018,,,,0,0,"39,866,400.00",1,2.55E+28,SALES_I   ,1,,
12693,2.55E+28,Offbalance,FXOUT,FWDP      ,-1,JPY,"-1,225,000,000.00",27/09/2018,,,,0,0,"-39,866,400.00",1,2.55E+28,SALES_I   ,1,,
12694,2.55E+28,Offbalance,FXOUT,FWDP      ,1,USD,"11,105,067.54",27/09/2018,,,,0,0,"39,964,156.01",0,,SALES_I   ,,,
12695,2.55E+28,Offbalance,FXOUT,FWDP      ,-1,USD,"-45,380,000.00",5/9/2018,,,,0,0,"-163,514,822.38",0,,SALES_I   ,,,
12696,2.55E+28,Offbalance,FXOUT,FWDP      ,1,EUR,"40,000,000.00",5/9/2018,,,,0,0,"168,476,000.00",0,,SALES_I   ,,,
12697,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,EUR,"-4,300,000.00",27/09/2018,,,,0,0,"-18,111,170.00",1,2.55E+28,SALES_I   ,1,,
12698,2.55E+28,Offbalance,FXOUT,FWDS      ,1,USD,"4,884,155.00",27/09/2018,,,,0,0,"17,576,762.28",0,,SALES_I   ,,,
12699,2.55E+28,Offbalance,FXOP,CALLP     ,-1,EU1,"-86,121.70",15/08/2019,,,,0,0,"-120,622.77",1,2.55E+28,SALES_I   ,1,,
12700,2.55E+28,Offbalance,FXOP,CALLP     ,1,USD,"100,000.00",15/08/2019,,,,0,0,"119,845.97",1,2.48E+28,SALES_I   ,1,,
12701,2.55E+28,Offbalance,FXOUT,FWDP      ,-1,USD,"-4,883,940.00",27/09/2018,,,,0,0,"-17,575,988.57",0,,SALES_I   ,,,
12702,2.55E+28,Offbalance,FXOUT,FWDP      ,1,EUR,"4,300,000.00",27/09/2018,,,,0,0,"18,111,170.00",1,2.55E+28,SALES_I   ,1,,
12703,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,AUD,"-270,819.23",11/10/2018,,,,0,0,"-706,494.51",1,2.53E+28,SALES_I   ,1,,
12704,2.55E+28,Offbalance,FXOUT,FWDS      ,1,USD,"196,249.16",11/10/2018,,,,0,0,"705,646.98",0,,SALES_I   ,,,
12705,2.55E+28,Offbalance,FXOUT,FWDP      ,-1,CAD,"-519,324.00",5/11/2018,,,,0,0,"-1,433,642.65",0,,SALES_I   ,,,
12706,2.55E+28,Offbalance,FXOUT,FWDP      ,1,USD,"395,916.75",5/11/2018,,,,0,0,"1,421,288.65",0,,SALES_I   ,,,
12707,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,USD,"-500,000.00",29/11/2019,,,,0,0,"-1,740,354.81",0,,SALES_I   ,,,
12708,2.55E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"1,785,000.00",29/11/2019,,,,0,0,"1,778,040.13",0,,SALES_I   ,,,
12709,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,USD,"-500,000.00",29/11/2019,,,,0,0,"-1,740,354.81",0,,SALES_I   ,,,
12710,2.55E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"1,785,000.00",29/11/2019,,,,0,0,"1,778,040.13",0,,SALES_I   ,,,
12711,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,EUR,"-330,000.00",28/09/2018,,,,0,0,"-1,389,927.00",0,,SALES_I   ,,,
12712,2.55E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"1,381,875.00",28/09/2018,,,,0,0,"1,381,772.74",0,,SALES_I   ,,,
12713,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,USD,"-1,000,000.00",29/11/2019,,,,0,0,"-3,480,709.61",0,,SALES_I   ,,,
12714,2.55E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"3,558,000.00",29/11/2019,,,,0,0,"3,544,127.04",0,,SALES_I   ,,,
12715,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,000,000.00",25/10/2019,,,,0,0,"-8,716,687.10",0,,I_OPT_HEDG,,,
12716,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,250,000.00",25/10/2019,,,,0,0,"8,795,536.50",0,,I_OPT_HEDG,,,
12717,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,000,000.00",25/09/2019,,,,0,0,"-8,810,797.80",0,,I_OPT_HEDG,,,
12718,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,250,000.00",25/09/2019,,,,0,0,"8,890,498.50",0,,I_OPT_HEDG,,,
12719,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,150,000.00",22/10/2018,,,,0,0,"-10,625,209.13",0,,I_OPT_HEDG,,,
12720,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,853,000.00",22/10/2018,,,,0,0,"10,645,642.71",0,,I_OPT_HEDG,,,
12721,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,100,000.00",20/03/2019,,,,0,0,"-10,007,205.68",0,,I_OPT_HEDG,,,
12722,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,658,500.00",20/03/2019,,,,0,0,"10,062,089.81",0,,I_OPT_HEDG,,,
12723,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,100,000.00",23/04/2019,,,,0,0,"-9,841,452.25",0,,I_OPT_HEDG,,,
12724,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,658,500.00",23/04/2019,,,,0,0,"9,895,427.31",0,,I_OPT_HEDG,,,
12725,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,100,000.00",20/05/2019,,,,0,0,"-9,707,643.98",0,,I_OPT_HEDG,,,
12726,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,658,500.00",20/05/2019,,,,0,0,"9,760,885.17",0,,I_OPT_HEDG,,,
12727,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,000,000.00",21/06/2019,,,,0,0,"-8,986,122.35",1,2.52E+28,I_OPT_HEDG,1,,
12728,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,245,000.00",21/06/2019,,,,0,0,"9,056,741.46",0,,I_OPT_HEDG,,,
12729,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,000,000.00",23/07/2019,,,,0,0,"-8,881,865.18",0,,I_OPT_HEDG,,,
12730,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,245,000.00",23/07/2019,,,,0,0,"8,951,664.98",0,,I_OPT_HEDG,,,
12731,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-439,000.00",12/9/2018,,,,0,0,"-5,726,555.22",0,,I_OPT_HEDG,,,
12732,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,835,459.00",12/9/2018,,,,0,0,"5,684,543.17",0,,I_OPT_HEDG,,,
12733,00000000025457620000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-439,000.00",12/9/2018,,,,0,0,"-776,937.74",0,,I_OPT_HEDG,,,
12734,00000000025457620000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,835,459.00",12/9/2018,,,,0,0,"771,237.85",0,,I_OPT_HEDG,,,
12735,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-433,000.00",9/10/2018,,,,0,0,"-4,897,202.76",0,,I_OPT_HEDG,,,
12736,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,810,373.00",9/10/2018,,,,0,0,"4,861,275.13",0,,I_OPT_HEDG,,,
12737,00000000025457640000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-433,000.00",9/10/2018,,,,0,0,"-2,667,296.68",0,,I_OPT_HEDG,,,
12738,00000000025457640000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,810,373.00",9/10/2018,,,,0,0,"2,647,728.44",0,,I_OPT_HEDG,,,
12739,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-433,000.00",8/11/2018,,,,0,0,"-4,680,646.71",0,,I_OPT_HEDG,,,
12740,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,810,373.00",8/11/2018,,,,0,0,"4,646,307.82",0,,I_OPT_HEDG,,,
12741,00000000025457660000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-433,000.00",8/11/2018,,,,0,0,"-3,038,840.70",0,,I_OPT_HEDG,,,
12742,00000000025457660000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,810,373.00",8/11/2018,,,,0,0,"3,016,546.68",0,,I_OPT_HEDG,,,
12743,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-433,000.00",10/12/2018,,,,0,0,"-4,585,120.37",0,,I_OPT_HEDG,,,
12744,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,810,373.00",10/12/2018,,,,0,0,"4,551,482.29",0,,I_OPT_HEDG,,,
12745,00000000025457680000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-433,000.00",10/12/2018,,,,0,0,"-3,149,761.34",0,,I_OPT_HEDG,,,
12746,00000000025457680000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,810,373.00",10/12/2018,,,,0,0,"3,126,653.57",0,,I_OPT_HEDG,,,
12747,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-427,000.00",8/1/2019,,,,0,0,"-4,474,263.58",0,,I_OPT_HEDG,,,
12748,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,785,287.00",8/1/2019,,,,0,0,"4,441,438.78",0,,I_OPT_HEDG,,,
12749,00000000025457710000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-427,000.00",8/1/2019,,,,0,0,"-3,149,399.74",0,,I_OPT_HEDG,,,
12750,00000000025457710000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,785,287.00",8/1/2019,,,,0,0,"3,126,294.62",0,,I_OPT_HEDG,,,
12751,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-427,000.00",7/2/2019,,,,0,0,"-4,453,901.17",0,,I_OPT_HEDG,,,
12752,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,785,287.00",7/2/2019,,,,0,0,"4,421,225.76",0,,I_OPT_HEDG,,,
12753,00000000025457730000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-427,000.00",7/2/2019,,,,0,0,"-3,163,201.28",0,,I_OPT_HEDG,,,
12754,00000000025457730000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,785,287.00",7/2/2019,,,,0,0,"3,139,994.91",0,,I_OPT_HEDG,,,
12755,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-427,000.00",7/3/2019,,,,0,0,"-4,449,356.41",0,,I_OPT_HEDG,,,
12756,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,785,287.00",7/3/2019,,,,0,0,"4,416,714.34",0,,I_OPT_HEDG,,,
12757,00000000025457750000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-427,000.00",7/3/2019,,,,0,0,"-3,162,102.41",0,,I_OPT_HEDG,,,
12758,00000000025457750000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,785,287.00",7/3/2019,,,,0,0,"3,138,904.10",0,,I_OPT_HEDG,,,
12759,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-421,000.00",8/4/2019,,,,0,0,"-4,390,205.28",0,,I_OPT_HEDG,,,
12760,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,760,201.00",8/4/2019,,,,0,0,"4,357,997.17",0,,I_OPT_HEDG,,,
12761,00000000025457770000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-421,000.00",8/4/2019,,,,0,0,"-3,109,015.02",0,,I_OPT_HEDG,,,
12762,00000000025457770000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,760,201.00",8/4/2019,,,,0,0,"3,086,206.18",0,,I_OPT_HEDG,,,
12763,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-421,000.00",8/5/2019,,,,0,0,"-4,400,018.22",0,,I_OPT_HEDG,,,
12764,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,760,201.00",8/5/2019,,,,0,0,"4,367,738.12",0,,I_OPT_HEDG,,,
12765,00000000025457790000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-421,000.00",8/5/2019,,,,0,0,"-3,095,168.03",0,,I_OPT_HEDG,,,
12766,00000000025457790000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,760,201.00",8/5/2019,,,,0,0,"3,072,460.77",0,,I_OPT_HEDG,,,
12767,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-421,000.00",6/6/2019,,,,0,0,"-4,415,941.65",0,,I_OPT_HEDG,,,
12768,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,760,201.00",6/6/2019,,,,0,0,"4,383,544.72",0,,I_OPT_HEDG,,,
12769,00000000025457810000000000A00000000800,Offbalance,FXOP,PUTPKI    ,-1,EUR,"-421,000.00",6/6/2019,,,,0,0,"-3,076,033.32",0,,I_OPT_HEDG,,,
12770,00000000025457810000000000A00000000800,Offbalance,FXOP,PUTPKI    ,1,ILS,"1,760,201.00",6/6/2019,,,,0,0,"3,053,466.44",0,,I_OPT_HEDG,,,
12771,2.55E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-421,000.00",8/7/2019,,,,0,0,"-4,419,406.50",0,,I_OPT_HEDG,,,
12772,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"1,760,201.00",8/7/2019,,,,0,0,"4,386,984.16",0,,I_OPT_HEDG,,,
12773,2.55E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-15,000,000.00",18/10/2018,,,,0,0,"-33,331,503.90",0,,CLS_IOHEDG,,,
12774,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"55,050,000.00",18/10/2018,,,,0,0,"33,941,903.25",0,,CLS_IOHEDG,,,
12775,2.55E+28,Offbalance,FXOUT,FWDP      ,-1,ILS,"-26,662,725.00",22/10/2018,,,,0,0,"-26,658,974.21",0,,I_OPT_HEDG,,,
12776,2.55E+28,Offbalance,FXOUT,FWDP      ,1,USD,"7,270,000.00",22/10/2018,,,,0,0,"26,122,367.38",0,,I_OPT_HEDG,,,
12777,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-2,500,000.00",26/08/2019,,,,0,0,"-22,264,629.89",0,,I_OPT_HEDG,,,
12778,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"10,625,000.00",26/08/2019,,,,0,0,"22,466,031.25",0,,I_OPT_HEDG,,,
12779,2.55E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-73,340,000.00",18/10/2018,,,,0,0,"-47,817,093.28",1,2.55E+28,CLS_IOHEDG,1,,
12780,2.55E+28,Offbalance,FXOP,CALLP     ,1,USD,"20,000,000.00",18/10/2018,,,,0,0,"46,995,583.36",1,2.55E+28,CLS_IOHEDG,1,,
12781,2.55E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-20,000,000.00",18/10/2018,,,,0,0,"-212,780,448.32",1,2.55E+28,CLS_IOHEDG,1,,
12782,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"73,340,000.00",18/10/2018,,,,0,0,"216,499,973.36",1,2.55E+28,CLS_IOHEDG,1,,
12783,2.55E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-10,000,000.00",18/10/2018,,,,0,0,"-8,407,158.92",1,2.53E+28,CLS_IOHEDG,1,,
12784,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"37,150,000.00",18/10/2018,,,,0,0,"8,666,091.95",0,,CLS_IOHEDG,,,
12785,2.55E+28,Offbalance,FXOUT,FWDP      ,-1,ILS,"-11,660,424.00",22/10/2018,,,,0,0,"-11,658,783.67",0,,I_OPT_HEDG,,,
12786,2.55E+28,Offbalance,FXOUT,FWDP      ,1,USD,"3,180,000.00",22/10/2018,,,,0,0,"11,426,289.98",0,,I_OPT_HEDG,,,
12787,2.55E+28,Offbalance,FXOUT,FWDS      ,-1,EUR,"-350,000.00",3/9/2018,,,,0,0,"-1,474,165.00",0,,SALES_I   ,,,
12788,2.55E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"1,466,010.00",3/9/2018,,,,0,0,"1,466,001.96",0,,SALES_I   ,,,
12789,2.55E+28,Offbalance,FXOUT,SWFS      ,-1,SEK,"-20,000,000.00",2/1/2019,,,,0,0,"-7,920,000.00",0,,SALES_I   ,,,
12790,2.55E+28,Offbalance,FXOUT,SWFS      ,1,ILS,"8,022,000.00",2/1/2019,,,,0,0,"8,018,935.13",0,,SALES_I   ,,,
12791,2.55E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-15,000,000.00",14/09/2018,,,,0,0,"-7,572,562.62",1,2.55E+28,CLS_IOHEDG,1,,
12792,2.55E+28,Offbalance,FXOP,CALLS     ,1,ILS,"55,117,500.00",14/09/2018,,,,0,0,"7,720,694.05",1,2.55E+28,CLS_IOHEDG,1,,
12793,2.55E+28,Offbalance,FXOP,PUTS      ,-1,ILS,"-55,117,500.00",14/09/2018,,,,0,0,"-190,922,610.60",1,2.55E+28,CLS_IOHEDG,1,,
12794,2.55E+28,Offbalance,FXOP,PUTS      ,1,USD,"15,000,000.00",14/09/2018,,,,0,0,"187,259,515.20",1,2.55E+28,CLS_IOHEDG,1,,
12795,2.55E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-54,431,000.00",14/09/2018,,,,0,0,"-156,023,522.23",1,2.55E+28,CLS_IOHEDG,1,,
12796,2.55E+28,Offbalance,FXOP,CALLP     ,1,EUR,"13,000,000.00",14/09/2018,,,,0,0,"156,951,390.80",1,2.55E+28,CLS_IOHEDG,1,,
12797,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-13,000,000.00",14/09/2018,,,,0,0,"-73,669,656.36",1,2.55E+28,CLS_IOHEDG,1,,
12798,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"54,431,000.00",14/09/2018,,,,0,0,"73,234,134.52",1,2.55E+28,CLS_IOHEDG,1,,
12799,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,000,000.00",25/11/2019,,,,0,0,"-8,622,504.81",0,,I_OPT_HEDG,,,
12800,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,250,000.00",25/11/2019,,,,0,0,"8,700,502.25",0,,I_OPT_HEDG,,,
12801,2.55E+28,Offbalance,FXOUT,FWDP      ,-1,ILS,"-741,100.00",20/02/2019,,,,0,0,"-740,640.34",0,,SALES_I   ,,,
12802,2.55E+28,Offbalance,FXOUT,FWDP      ,1,CHF,"200,000.00",20/02/2019,,,,0,0,"746,360.00",0,,SALES_I   ,,,
12803,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,000,000.00",27/12/2019,,,,0,0,"-8,527,863.41",0,,I_OPT_HEDG,,,
12804,2.55E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,250,000.00",27/12/2019,,,,0,0,"8,605,004.75",0,,I_OPT_HEDG,,,
12805,2.55E+28,Offbalance,FXOUT,SWFS      ,-1,SEK,"-19,549,000.00",4/2/2019,,,,0,0,"-7,741,404.00",0,,SALES_I   ,,,
12806,2.55E+28,Offbalance,FXOUT,SWFS      ,1,ILS,"7,843,058.80",4/2/2019,,,,0,0,"7,838,858.88",0,,SALES_I   ,,,
12807,2.55E+28,Offbalance,FXOP,PUTS      ,-1,USD,"-675,000.00",18/09/2018,,,,0,0,"-49,522.47",0,,CLS_OPTION,,,
12808,2.55E+28,Offbalance,FXOP,PUTS      ,1,EUR,"600,000.00",18/09/2018,,,,0,0,"51,444.99",0,,CLS_OPTION,,,
12809,2.55E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-300,000.00",18/09/2018,,,,0,0,"-25,722.49",0,,SALES_I   ,,,
